# GLoBES neutrino oscillation simulation
# --------------------------------------
#
# Run started on Thu Oct 17 21:09:58 2019
#
# Command line:   ./nu -f 4 -a PARAM_SCAN --no-ih -t M4_GAMMA=1,MA_OVER_M4=0.9, -p DM41,3.,6.,15,LOGSCALE -p Ue4,0.,0.3,30 -p Um4,0.,0.2,20 -e E776 -e ICARUS-2014 -e OPERA -e LSND_IVAN -e KARMEN_IVAN -e MB_JK -e DECAY_KINEMATICS -e FREE_STREAMING 
#
# NU_RANK and/or NU_SIZE not defined. Assuming no parallelization.
# Using NuSQuIDS probability engine. Majorana=0
# Initializing ICARUS code, Neutrino 2014 version ...
#   Signal      normalization: 15.522
#   BG \nu_e    normalization: 10.3358
#   BG \nu_\tau normalization: 2.22053
# Using 4 flavor model
# Simulating the following experiments:
#   E776
#   ICARUS-2014
#   OPERA
#   LSND_IVAN
#   KARMEN_IVAN
#   MB_JK
#   DECAY_KINEMATICS
#   FREE_STREAMING
# Including the following AEDL files:
#   E776.glb (version 3.0.0)
#   icarus-2014.glb (version 3.0.0)
#   opera.glb (version 3.0.0)
#
# AEDL variables:
#
# External analysis routines included:
#   LSND (Ivan's code)
#   KARMEN (Ivan's code)
#   MiniBooNE (Joachim's code)
#   Beta decay kinematics
#   Cosmology (free-streaming constraint)
#
# True oscillation parameters (only nonzero params shown):
#   TH12 = 0.58678
#   TH13 = 0.149051
#   TH23 = 0.823795
#   DELTA_0 = 4.71239
#   DM21 = 7.4e-05
#   DM31 = 0.002494
#   MA_OVER_M4 = 0.9
#   M4_GAMMA = 1
# External priors:
#
# Miscellaneous options:
#   Constraint \eps^s = \eps^{d\dag}: NO
#   New reactor fluxes (1101.2663):   YES
#
# Parameter scan:
#         DM41,          3,          6,    15  0x1
#          Ue4,          0,        0.3,    30  0x0
#          Um4,          0,        0.2,    20  0x0
# Marginalizing over:
#   
# Prescan for degeneracy finding:
# Degfinder flags: 0x2
#
# Initializing ICARUS code, Neutrino 2014 version ...
#   Signal      normalization: 15.522
#   BG \nu_e    normalization: 10.3358
#   BG \nu_\tau normalization: 2.22053
# Initializing Ivan's LSND code ...
# Initializing Ivan's KARMEN code ...
# Initializing external constraints code (beta decay/cosmo) ...
# Initializing Joachim's MiniBooNE code ...
# Flags in Joachim's MiniBooNE code: OSC_BG OSC_NORM OSC_NUMU 
# General parameter scan
#
#                  DM41             Ue4             Um4       chi2_NH          chi2_IH
                    5.4            0.14            0.03     27976.85069           1e+50
                    5.4            0.14            0.04     19568.09888           1e+50
                    5.4            0.14            0.05     13383.33276           1e+50
                    5.4            0.14            0.06      8993.20143           1e+50
                    5.4            0.14            0.07     5979.419681           1e+50
                    5.4            0.14            0.08     3974.903646           1e+50
                    5.4            0.14            0.09     2681.921584           1e+50
                    5.4            0.14             0.1     1873.489126           1e+50
                    5.4            0.14            0.11      1384.84558           1e+50
                    5.4            0.14            0.12     1101.350589           1e+50
                    5.4            0.14            0.13     946.0101678           1e+50
                    5.4            0.14            0.14     868.7061982           1e+50
                    5.4            0.14            0.15     837.8340164           1e+50
                    5.4            0.14            0.16     833.9547992           1e+50
                    5.4            0.14            0.17     845.4506434           1e+50
                    5.4            0.14            0.18     865.5761466           1e+50
                    5.4            0.14            0.19      890.540264           1e+50
                    5.4            0.14             0.2     918.2957126           1e+50
                    5.4            0.15               0      92226.4204           1e+50
                    5.4            0.15            0.01     71280.97564           1e+50
                    5.4            0.15            0.02     53733.73094           1e+50
                    5.4            0.15            0.03     39529.31962           1e+50
                    5.4            0.15            0.04     28414.63314           1e+50
                    5.4            0.15            0.05     19999.45783           1e+50
                    5.4            0.15            0.06     13825.09005           1e+50
                    5.4            0.15            0.07     9426.987433           1e+50
                    5.4            0.15            0.08     6380.558101           1e+50
                    5.4            0.15            0.09     4326.299004           1e+50
                    5.4            0.15             0.1     2977.302039           1e+50
                    5.4            0.15            0.11     2115.263788           1e+50
                    5.4            0.15            0.12     1580.658217           1e+50
                    5.4            0.15            0.13     1260.890443           1e+50
                    5.4            0.15            0.14     1078.867653           1e+50
                    5.4            0.15            0.15     983.2529728           1e+50
                    5.4            0.15            0.16     940.7168008           1e+50
                    5.4            0.15            0.17     930.1650843           1e+50
                    5.4            0.15            0.18     938.5580681           1e+50
                    5.4            0.15            0.19      958.033892           1e+50
                    5.4            0.15             0.2     983.9752597           1e+50
                    5.4            0.16               0     120026.3141           1e+50
                    5.4            0.16            0.01     94278.09822           1e+50
                    5.4            0.16            0.02      72431.9084           1e+50
                    5.4            0.16            0.03     54449.13573           1e+50
                    5.4            0.16            0.04     40084.22701           1e+50
                    5.4            0.16            0.05     28939.79357           1e+50
                    5.4            0.16            0.06     20532.21235           1e+50
                    5.4            0.16            0.07     14355.03949           1e+50
                    5.4            0.16            0.08     9928.946105           1e+50
                    5.4            0.16            0.09     6832.704895           1e+50
                    5.4            0.16             0.1     4716.721805           1e+50
                    5.4            0.16            0.11     3303.954519           1e+50
                    5.4            0.16            0.12     2383.293122           1e+50
                    5.4            0.16            0.13      1799.18707           1e+50
                    5.4            0.16            0.14     1440.370149           1e+50
                    5.4            0.16            0.15     1229.334506           1e+50
                    5.4            0.16            0.16     1113.412029           1e+50
                    5.4            0.16            0.17     1057.593082           1e+50
                    5.4            0.16            0.18     1039.112017           1e+50
                    5.4            0.16            0.19     1043.457296           1e+50
                    5.4            0.16             0.2     1061.629768           1e+50
                    5.4            0.17               0     153889.2441           1e+50
                    5.4            0.17            0.01     122608.5147           1e+50
                    5.4            0.17            0.02     95775.18541           1e+50
                    5.4            0.17            0.03     73368.07657           1e+50
                    5.4            0.17            0.04     55150.48864           1e+50
                    5.4            0.17            0.05      40720.6907           1e+50
                    5.4            0.17            0.06     29574.07211           1e+50
                    5.4            0.17            0.07     21166.48157           1e+50
                    5.4            0.17            0.08     14966.99868           1e+50
                    5.4            0.17            0.09     10493.77532           1e+50
                    5.4            0.17             0.1     7333.125443           1e+50
                    5.4            0.17            0.11     5145.452788           1e+50
                    5.4            0.17            0.12     3662.361405           1e+50
                    5.4            0.17            0.13     2678.586118           1e+50
                    5.4            0.17            0.14     2041.616243           1e+50
                    5.4            0.17            0.15     1641.018677           1e+50
                    5.4            0.17            0.16     1398.661873           1e+50
                    5.4            0.17            0.17     1260.449978           1e+50
                    5.4            0.17            0.18     1189.684153           1e+50
                    5.4            0.17            0.19     1161.939742           1e+50
                    5.4            0.17             0.2      1161.27823           1e+50
                    5.4            0.18               0     194711.7819           1e+50
                    5.4            0.18            0.01     157101.2423           1e+50
                    5.4            0.18            0.02     124527.1693           1e+50
                    5.4            0.18            0.03     96986.29582           1e+50
                    5.4            0.18            0.04     74252.05951           1e+50
                    5.4            0.18            0.05     55920.61566           1e+50
                    5.4            0.18            0.06     41469.80198           1e+50
                    5.4            0.18            0.07     30321.63275           1e+50
                    5.4            0.18            0.08     21896.89261           1e+50
                    5.4            0.18            0.09     15654.94927           1e+50
                    5.4            0.18             0.1     11117.65795           1e+50
                    5.4            0.18            0.11     7880.220493           1e+50
                    5.4            0.18            0.12     5612.371247           1e+50
                    5.4            0.18            0.13      4053.15702           1e+50
                    5.4            0.18            0.14      3002.11512           1e+50
                    5.4            0.18            0.15     2309.063898           1e+50
                    5.4            0.18            0.16     1864.022857           1e+50
                    5.4            0.18            0.17     1588.067723           1e+50
                    5.4            0.18            0.18     1425.603965           1e+50
                    5.4            0.18            0.19     1338.233708           1e+50
                    5.4            0.18             0.2      1299.89719           1e+50
                    5.4            0.19               0     243476.5109           1e+50
                    5.4            0.19            0.01      198666.797           1e+50
                    5.4            0.19            0.02     159528.6699           1e+50
                    5.4            0.19            0.03     126077.2898           1e+50
                    5.4            0.19            0.04     98097.11107           1e+50
                    5.4            0.19            0.05     75184.17843           1e+50
                    5.4            0.19            0.06     56801.70491           1e+50
                    5.4            0.19            0.07     42341.35254           1e+50
                    5.4            0.19            0.08     31178.95314           1e+50
                    5.4            0.19            0.09      22717.2311           1e+50
                    5.4            0.19             0.1     16414.03462           1e+50
                    5.4            0.19            0.11     11797.78461           1e+50
                    5.4            0.19            0.12     8472.789103           1e+50
                    5.4            0.19            0.13     6117.281318           1e+50
                    5.4            0.19            0.14     4476.713616           1e+50
                    5.4            0.19            0.15     3354.573811           1e+50
                    5.4            0.19            0.16     2602.417757           1e+50
                    5.4            0.19            0.17     2110.397155           1e+50
                    5.4            0.19            0.18     1798.606149           1e+50
                    5.4            0.19            0.19     1609.951473           1e+50
                    5.4            0.19             0.2     1504.382622           1e+50
                    5.4             0.2               0     301258.5491           1e+50
                    5.4             0.2            0.01     248303.3564           1e+50
                    5.4             0.2            0.02     201703.4444           1e+50
                    5.4             0.2            0.03     161492.8854           1e+50
                    5.4             0.2            0.04     127468.0619           1e+50
                    5.4             0.2            0.05     99226.43783           1e+50
                    5.4             0.2            0.06      76219.0877           1e+50
                    5.4             0.2            0.07     57810.51971           1e+50
                    5.4             0.2            0.08     43334.69195           1e+50
                    5.4             0.2            0.09     32140.08237           1e+50
                    5.4             0.2             0.1     23621.59099           1e+50
                    5.4             0.2            0.11     17240.04506           1e+50
                    5.4             0.2            0.12     12531.66913           1e+50
                    5.4             0.2            0.13     9109.655614           1e+50
                    5.4             0.2            0.14     6659.877223           1e+50
                    5.4             0.2            0.15     4933.268827           1e+50
                    5.4             0.2            0.16     3736.489546           1e+50
                    5.4             0.2            0.17      2922.41553           1e+50
                    5.4             0.2            0.18     2380.965109           1e+50
                    5.4             0.2            0.19     2031.232119           1e+50
                    5.4             0.2             0.2     1814.639312           1e+50
                    5.4            0.21               0      369232.983           1e+50
                    5.4            0.21            0.01      307103.549           1e+50
                    5.4            0.21            0.02     252064.5048           1e+50
                    5.4            0.21            0.03     204169.3108           1e+50
                    5.4            0.21            0.04     163227.0018           1e+50
                    5.4            0.21            0.05     128837.7452           1e+50
                    5.4            0.21            0.06     100442.7423           1e+50
                    5.4            0.21            0.07     77381.91659           1e+50
                    5.4            0.21            0.08      58950.3333           1e+50
                    5.4            0.21            0.09      44444.7358           1e+50
                    5.4            0.21             0.1     33198.31835           1e+50
                    5.4            0.21            0.11     24604.24303           1e+50
                    5.4            0.21            0.12     18128.80506           1e+50
                    5.4            0.21            0.13     13316.68741           1e+50
                    5.4            0.21            0.14     9789.392413           1e+50
                    5.4            0.21            0.15     7239.542278           1e+50
                    5.4            0.21            0.16     5422.679271           1e+50
                    5.4            0.21            0.17     4148.094774           1e+50
                    5.4            0.21            0.18     3269.498567           1e+50
                    5.4            0.21            0.19     2676.475314           1e+50
                    5.4            0.21             0.2     2286.999679           1e+50
                    5.4            0.22               0     448683.0518           1e+50
                    5.4            0.22            0.01      376262.199           1e+50
                    5.4            0.22            0.02     311721.2627           1e+50
                    5.4            0.22            0.03      255133.656           1e+50
                    5.4            0.22            0.04      206321.705           1e+50
                    5.4            0.22            0.05     164889.4237           1e+50
                    5.4            0.22            0.06     130269.7948           1e+50
                    5.4            0.22            0.07     101780.7498           1e+50
                    5.4            0.22            0.08      78680.9497           1e+50
                    5.4            0.22            0.09      60217.7896           1e+50
                    5.4            0.22             0.1     45664.36983           1e+50
                    5.4            0.22            0.11     34346.41356           1e+50
                    5.4            0.22            0.12     25659.18536           1e+50
                    5.4            0.22            0.13     19076.08378           1e+50
                    5.4            0.22            0.14     14150.06834           1e+50
                    5.4            0.22            0.15     10510.24159           1e+50
                    5.4            0.22            0.16     7855.256463           1e+50
                    5.4            0.22            0.17     5944.586595           1e+50
                    5.4            0.22            0.18     4589.646619           1e+50
                    5.4            0.22            0.19     3644.669865           1e+50
                    5.4            0.22             0.2     2998.571346           1e+50
                    5.4            0.23               0     541009.0032           1e+50
                    5.4            0.23            0.01     457084.5268           1e+50
                    5.4            0.23            0.02     381887.3064           1e+50
                    5.4            0.23            0.03     315511.2025           1e+50
                    5.4            0.23            0.04     257792.3983           1e+50
                    5.4            0.23            0.05     208339.7438           1e+50
                    5.4            0.23            0.06     166579.5463           1e+50
                    5.4            0.23            0.07     131809.6918           1e+50
                    5.4            0.23            0.08     103254.8979           1e+50
                    5.4            0.23            0.09     80115.35686           1e+50
                    5.4            0.23             0.1     61605.70551           1e+50
                    5.4            0.23            0.11     46984.90535           1e+50
                    5.4            0.23            0.12     35576.47251           1e+50
                    5.4            0.23            0.13      26780.2437           1e+50
                    5.4            0.23            0.14     20077.24926           1e+50
                    5.4            0.23            0.15     15028.58662           1e+50
                    5.4            0.23            0.16     11270.46372           1e+50
                    5.4            0.23            0.17     8506.546259           1e+50
                    5.4            0.23            0.18     6499.554703           1e+50
                    5.4            0.23            0.19     5062.327613           1e+50
                    5.4            0.23             0.2     4049.211107           1e+50
                    5.4            0.24               0     647738.3617           1e+50
                    5.4            0.24            0.01     550995.7039           1e+50
                    5.4            0.24            0.02     463889.0944           1e+50
                    5.4            0.24            0.03     386533.3799           1e+50
                    5.4            0.24            0.04      318779.162           1e+50
                    5.4            0.24            0.05     260240.9346           1e+50
                    5.4            0.24            0.06     210339.5961           1e+50
                    5.4            0.24            0.07     168354.6589           1e+50
                    5.4            0.24            0.08     133479.0725           1e+50
                    5.4            0.24            0.09      104867.657           1e+50
                    5.4            0.24             0.1     81678.45834           1e+50
                    5.4            0.24            0.11     63104.33399           1e+50
                    5.4            0.24            0.12     48396.51045           1e+50
                    5.4            0.24            0.13     36880.05771           1e+50
                    5.4            0.24            0.14     27961.00689           1e+50
                    5.4            0.24            0.15     21128.15441           1e+50
                    5.4            0.24            0.16     15950.06935           1e+50
                    5.4            0.24            0.17     12068.97314           1e+50
                    5.4            0.24            0.18      9192.90919           1e+50
                    5.4            0.24            0.19     7087.264403           1e+50
                    5.4            0.24             0.2     5565.957605           1e+50
                    5.4            0.25               0     770536.8114           1e+50
                    5.4            0.25            0.01     659551.0918           1e+50
                    5.4            0.25            0.02     559175.6096           1e+50
                    5.4            0.25            0.03      469546.823           1e+50
                    5.4            0.25            0.04     390530.2466           1e+50
                    5.4            0.25            0.05     321746.7894           1e+50
                    5.4            0.25            0.06     262612.8182           1e+50
                    5.4            0.25            0.07     212391.2215           1e+50
                    5.4            0.25            0.08     170244.5054           1e+50
                    5.4            0.25            0.09     135284.4906           1e+50
                    5.4            0.25             0.1     106613.5889           1e+50
                    5.4            0.25            0.11     83359.75146           1e+50
                    5.4            0.25            0.12     64702.07249           1e+50
                    5.4            0.25            0.13     49889.07527           1e+50
                    5.4            0.25            0.14     38249.34142           1e+50
                    5.4            0.25            0.15     29195.68011           1e+50
                    5.4            0.25            0.16     22224.49283           1e+50
                    5.4            0.25            0.17     16911.15836           1e+50
                    5.4            0.25            0.18     12903.25532           1e+50
                    5.4            0.25            0.19     9912.559853           1e+50
                    5.4            0.25             0.2     7706.541681           1e+50
                    5.4            0.26               0     911220.5099           1e+50
                    5.4            0.26            0.01      784447.616           1e+50
                    5.4            0.26            0.02     669328.9917           1e+50
                    5.4            0.26            0.03     566023.2842           1e+50
                    5.4            0.26            0.04     474411.3765           1e+50
                    5.4            0.26            0.05     394121.1013           1e+50
                    5.4            0.26            0.06     324565.4684           1e+50
                    5.4            0.26            0.07     264991.5103           1e+50
                    5.4            0.26            0.08     214533.3241           1e+50
                    5.4            0.26            0.09     172260.8239           1e+50
                    5.4            0.26             0.1     137222.6913           1e+50
                    5.4            0.26            0.11     108482.3438           1e+50
                    5.4            0.26            0.12     85146.65256           1e+50
                    5.4            0.26            0.13     66386.79523           1e+50
                    5.4            0.26            0.14     51451.75891           1e+50
                    5.4            0.26            0.15     39675.22915           1e+50
                    5.4            0.26            0.16     30477.02852           1e+50
                    5.4            0.26            0.17      23360.6667           1e+50
                    5.4            0.26            0.18     17907.65252           1e+50
                    5.4            0.26            0.19     13770.23753           1e+50
                    5.4            0.26             0.2     10663.24865           1e+50
                    5.4            0.27               0     1071770.053           1e+50
                    5.4            0.27            0.01     927536.9012           1e+50
                    5.4            0.27            0.02     796076.5834           1e+50
                    5.4            0.27            0.03     677570.5614           1e+50
                    5.4            0.27            0.04     571915.7186           1e+50
                    5.4            0.27            0.05     478747.3297           1e+50
                    5.4            0.27            0.06     397475.5546           1e+50
                    5.4            0.27            0.07     327332.9347           1e+50
                    5.4            0.27            0.08     267425.9891           1e+50
                    5.4            0.27            0.09      216784.157           1e+50
                    5.4            0.27             0.1     174403.3547           1e+50
                    5.4            0.27            0.11     139283.4874           1e+50
                    5.4            0.27            0.12     110459.2277           1e+50
                    5.4            0.27            0.13     87023.56019           1e+50
                    5.4            0.27            0.14     68144.04014           1e+50
                    5.4            0.27            0.15      53072.2647           1e+50
                    5.4            0.27            0.16     41147.74458           1e+50
                    5.4            0.27            0.17     31797.16179           1e+50
                    5.4            0.27            0.18     24530.53141           1e+50
                    5.4            0.27            0.19     18934.81113           1e+50
                    5.4            0.27             0.2     14666.28052           1e+50
                    5.4            0.28               0      1254345.15           1e+50
                    5.4            0.28            0.01     1090838.982           1e+50
                    5.4            0.28            0.02     941304.0139           1e+50
                    5.4            0.28            0.03     805945.2623           1e+50
                    5.4            0.28            0.04     684675.9842           1e+50
                    5.4            0.28            0.05     577139.3746           1e+50
                    5.4            0.28            0.06     482743.3347           1e+50
                    5.4            0.28            0.07     400706.5295           1e+50
                    5.4            0.28            0.08     330108.9789           1e+50
                    5.4            0.28            0.09     269940.7192           1e+50
                    5.4            0.28             0.1     219145.8709           1e+50
                    5.4            0.28            0.11     176661.4308           1e+50
                    5.4            0.28            0.12     141449.9996           1e+50
                    5.4            0.28            0.13     112525.6713           1e+50
                    5.4            0.28            0.14     88972.81162           1e+50
                    5.4            0.28            0.15     69958.25708           1e+50
                    5.4            0.28            0.16     54737.54149           1e+50
                    5.4            0.28            0.17     42656.22625           1e+50
                    5.4            0.28            0.18     33147.56595           1e+50
                    5.4            0.28            0.19     25727.33735           1e+50
                    5.4            0.28             0.2     19987.31603           1e+50
                    5.4            0.29               0     1461302.392           1e+50
                    5.4            0.29            0.01     1276558.828           1e+50
                    5.4            0.29            0.02      1107070.28           1e+50
                    5.4            0.29            0.03     953066.0569           1e+50
                    5.4            0.29            0.04     814476.3175           1e+50
                    5.4            0.29            0.05     690952.5392           1e+50
                    5.4            0.29            0.06     581900.8131           1e+50
                    5.4            0.29            0.07     486526.5024           1e+50
                    5.4            0.29            0.08     403883.8545           1e+50
                    5.4            0.29            0.09     332924.3104           1e+50
                    5.4            0.29             0.1     272540.9049           1e+50
                    5.4            0.29            0.11     221608.2194           1e+50
                    5.4            0.29            0.12     179016.7416           1e+50
                    5.4            0.29            0.13     143700.9495           1e+50
                    5.4            0.29            0.14     114660.5688           1e+50
                    5.4            0.29            0.15     90975.19853           1e+50
                    5.4            0.29            0.16     71812.90114           1e+50
                    5.4            0.29            0.17     56433.74843           1e+50
                    5.4            0.29            0.18     44189.32913           1e+50
                    5.4            0.29            0.19     34518.91609           1e+50
                    5.4            0.29             0.2     26943.66023           1e+50
                    5.4             0.3               0     1695212.634           1e+50
                    5.4             0.3            0.01     1487102.592           1e+50
                    5.4             0.3            0.02      1295623.06           1e+50
                    5.4             0.3            0.03     1121028.435           1e+50
                    5.4             0.3            0.04     963266.2988           1e+50
                    5.4             0.3            0.05      821996.724           1e+50
                    5.4             0.3            0.06     696624.3468           1e+50
                    5.4             0.3            0.07     586341.6127           1e+50
                    5.4             0.3            0.08     490177.4914           1e+50
                    5.4             0.3            0.09      407045.381           1e+50
                    5.4             0.3             0.1     335787.7878           1e+50
                    5.4             0.3            0.11     275217.1064           1e+50
                    5.4             0.3            0.12     224151.5637           1e+50
                    5.4             0.3            0.13     181445.2471           1e+50
                    5.4             0.3            0.14     146011.6543           1e+50
                    5.4             0.3            0.15     116840.8199           1e+50
                    5.4             0.3            0.16     93010.18298           1e+50
                    5.4             0.3            0.17     73690.31093           1e+50
                    5.4             0.3            0.18     58146.18601           1e+50
                    5.4             0.3            0.19      45734.9309           1e+50
                    5.4             0.3             0.2     35901.35802           1e+50
                    5.6               0               0           1e+17           1e+50
                    5.6               0            0.01           1e+17           1e+50
                    5.6               0            0.02           1e+17           1e+50
                    5.6               0            0.03           1e+17           1e+50
                    5.6               0            0.04           1e+17           1e+50
                    5.6               0            0.05           1e+17           1e+50
                    5.6               0            0.06           1e+17           1e+50
                    5.6               0            0.07           1e+17           1e+50
                    5.6               0            0.08           1e+17           1e+50
                    5.6               0            0.09           1e+17           1e+50
                    5.6               0             0.1           1e+17           1e+50
                    5.6               0            0.11           1e+17           1e+50
                    5.6               0            0.12           1e+17           1e+50
                    5.6               0            0.13           1e+17           1e+50
                    5.6               0            0.14           1e+17           1e+50
                    5.6               0            0.15           1e+17           1e+50
                    5.6               0            0.16           1e+17           1e+50
                    5.6               0            0.17           1e+17           1e+50
                    5.6               0            0.18           1e+17           1e+50
                    5.6               0            0.19           1e+17           1e+50
                    5.6               0             0.2           1e+17           1e+50
                    5.6            0.01               0     451.6749666           1e+50
                    5.6            0.01            0.01     451.1099266           1e+50
                    5.6            0.01            0.02     450.5988276           1e+50
                    5.6            0.01            0.03     449.7769651           1e+50
                    5.6            0.01            0.04      448.557731           1e+50
                    5.6            0.01            0.05     446.9129345           1e+50
                    5.6            0.01            0.06     444.8839336           1e+50
                    5.6            0.01            0.07     442.5904295           1e+50
                    5.6            0.01            0.08     440.2244176           1e+50
                    5.6            0.01            0.09     438.0342727           1e+50
                    5.6            0.01             0.1     436.3050093           1e+50
                    5.6            0.01            0.11     435.3399469           1e+50
                    5.6            0.01            0.12     435.4470513           1e+50
                    5.6            0.01            0.13     436.9310276           1e+50
                    5.6            0.01            0.14     440.0906105           1e+50
                    5.6            0.01            0.15     445.2197029           1e+50
                    5.6            0.01            0.16     452.6108859           1e+50
                    5.6            0.01            0.17     462.5600929           1e+50
                    5.6            0.01            0.18     475.3716639           1e+50
                    5.6            0.01            0.19     491.3633841           1e+50
                    5.6            0.01             0.2     510.8714008           1e+50
                    5.6            0.02               0     455.7386961           1e+50
                    5.6            0.02            0.01     451.1011403           1e+50
                    5.6            0.02            0.02     449.3584118           1e+50
                    5.6            0.02            0.03     447.4332893           1e+50
                    5.6            0.02            0.04     445.0660649           1e+50
                    5.6            0.02            0.05     442.3558421           1e+50
                    5.6            0.02            0.06     439.4601791           1e+50
                    5.6            0.02            0.07     436.5655688           1e+50
                    5.6            0.02            0.08     433.8721617           1e+50
                    5.6            0.02            0.09     431.5834555           1e+50
                    5.6            0.02             0.1     429.8988976           1e+50
                    5.6            0.02            0.11      429.009546           1e+50
                    5.6            0.02            0.12      429.097111           1e+50
                    5.6            0.02            0.13     430.3358827           1e+50
                    5.6            0.02            0.14      432.896512           1e+50
                    5.6            0.02            0.15     436.9505986           1e+50
                    5.6            0.02            0.16     442.6753255           1e+50
                    5.6            0.02            0.17     450.2577376           1e+50
                    5.6            0.02            0.18     459.8985608           1e+50
                    5.6            0.02            0.19     471.8156538           1e+50
                    5.6            0.02             0.2     486.2472797           1e+50
                    5.6            0.03               0     473.3102201           1e+50
                    5.6            0.03            0.01     454.8916977           1e+50
                    5.6            0.03            0.02     448.1340732           1e+50
                    5.6            0.03            0.03     444.1204613           1e+50
                    5.6            0.03            0.04     440.1393858           1e+50
                    5.6            0.03            0.05     436.1093611           1e+50
                    5.6            0.03            0.06     432.3331482           1e+50
                    5.6            0.03            0.07     429.0889144           1e+50
                    5.6            0.03            0.08     426.5849135           1e+50
                    5.6            0.03            0.09      424.964678           1e+50
                    5.6            0.03             0.1      424.321944           1e+50
                    5.6            0.03            0.11     424.7176402           1e+50
                    5.6            0.03            0.12     426.1957315           1e+50
                    5.6            0.03            0.13      428.796251           1e+50
                    5.6            0.03            0.14     432.5649562           1e+50
                    5.6            0.03            0.15     437.5598523           1e+50
                    5.6            0.03            0.16     443.8552598           1e+50
                    5.6            0.03            0.17     451.5442272           1e+50
                    5.6            0.03            0.18     460.7400247           1e+50
                    5.6            0.03            0.19     471.5772955           1e+50
                    5.6            0.03             0.2     484.2132713           1e+50
                    5.6            0.04               0     520.7579169           1e+50
                    5.6            0.04            0.01      472.567712           1e+50
                    5.6            0.04            0.02     450.8422865           1e+50
                    5.6            0.04            0.03     441.0439155           1e+50
                    5.6            0.04            0.04     434.6600958           1e+50
                    5.6            0.04            0.05     429.4552551           1e+50
                    5.6            0.04            0.06      425.327555           1e+50
                    5.6            0.04            0.07     422.4868982           1e+50
                    5.6            0.04            0.08     421.0460196           1e+50
                    5.6            0.04            0.09     421.0027048           1e+50
                    5.6            0.04             0.1     422.2877528           1e+50
                    5.6            0.04            0.11     424.8079682           1e+50
                    5.6            0.04            0.12     428.4744361           1e+50
                    5.6            0.04            0.13     433.2182317           1e+50
                    5.6            0.04            0.14      438.997369           1e+50
                    5.6            0.04            0.15        445.7984           1e+50
                    5.6            0.04            0.16     453.6352556           1e+50
                    5.6            0.04            0.17     462.5470844           1e+50
                    5.6            0.04            0.18     472.5961486           1e+50
                    5.6            0.04            0.19     483.8663361           1e+50
                    5.6            0.04             0.2     496.4625163           1e+50
                    5.6            0.05               0     621.3368967           1e+50
                    5.6            0.05            0.01     521.1886879           1e+50
                    5.6            0.05            0.02     467.7785627           1e+50
                    5.6            0.05            0.03     442.8487222           1e+50
                    5.6            0.05            0.04     430.6378326           1e+50
                    5.6            0.05            0.05     423.7977768           1e+50
                    5.6            0.05            0.06     420.0019586           1e+50
                    5.6            0.05            0.07     418.6212406           1e+50
                    5.6            0.05            0.08     419.3533808           1e+50
                    5.6            0.05            0.09      421.897304           1e+50
                    5.6            0.05             0.1     425.9481183           1e+50
                    5.6            0.05            0.11     431.2395164           1e+50
                    5.6            0.05            0.12     437.5681428           1e+50
                    5.6            0.05            0.13     444.7973787           1e+50
                    5.6            0.05            0.14     452.8496504           1e+50
                    5.6            0.05            0.15     461.6948046           1e+50
                    5.6            0.05            0.16     471.3388081           1e+50
                    5.6            0.05            0.17     481.8146183           1e+50
                    5.6            0.05            0.18     493.1757031           1e+50
                    5.6            0.05            0.19     505.4521047           1e+50
                    5.6            0.05             0.2     518.7079293           1e+50
                    5.6            0.06               0     805.4879282           1e+50
                    5.6            0.06            0.01     624.9261619           1e+50
                    5.6            0.06            0.02     516.5214313           1e+50
                    5.6            0.06            0.03     460.2334599           1e+50
                    5.6            0.06            0.04     433.5368357           1e+50
                    5.6            0.06            0.05       421.80877           1e+50
                    5.6            0.06            0.06     417.8908791           1e+50
                    5.6            0.06            0.07     418.6100736           1e+50
                    5.6            0.06            0.08     422.4098772           1e+50
                    5.6            0.06            0.09     428.3480472           1e+50
                    5.6            0.06             0.1     435.7769897           1e+50
                    5.6            0.06            0.11     444.2516408           1e+50
                    5.6            0.06            0.12     453.4882143           1e+50
                    5.6            0.06            0.13      463.328657           1e+50
                    5.6            0.06            0.14      473.706719           1e+50
                    5.6            0.06            0.15     484.5776859           1e+50
                    5.6            0.06            0.16     495.9505908           1e+50
                    5.6            0.06            0.17     507.8934398           1e+50
                    5.6            0.06            0.18     520.4821924           1e+50
                    5.6            0.06            0.19     533.7988466           1e+50
                    5.6            0.06             0.2     547.9304202           1e+50
                    5.6            0.07               0     1111.124198           1e+50
                    5.6            0.07            0.01     815.2779749           1e+50
                    5.6            0.07            0.02      622.037108           1e+50
                    5.6            0.07            0.03     511.0715569           1e+50
                    5.6            0.07            0.04     454.4464769           1e+50
                    5.6            0.07            0.05     429.4837272           1e+50
                    5.6            0.07            0.06     421.8751479           1e+50
                    5.6            0.07            0.07     423.6357378           1e+50
                    5.6            0.07            0.08     430.4720279           1e+50
                    5.6            0.07            0.09     440.0550962           1e+50
                    5.6            0.07             0.1     451.1037271           1e+50
